id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
I-GR-5633-S|Monte Argentario - I-GR-5633-S - Terreno con fabbricato rurale - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno con fabbricato rurale|In gestione|Terreno con fabbricato rurale|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Roma|Procedimento Penale||ANBSC-OR-2018-01-03|
A-PT-59383-S|Montecatini-Terme - A-PT-59383-S - aziende - Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese - Indirizzo imprecisato|4860538.3899999997|1642446.46|Aziende in gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|In gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-15679-S|Montecatini-Terme - I-PT-15679-S - Appartamento in condominio - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Bari|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-277357|Montecatini-Terme - I-PT-277357 - immobili - Appartamento in condominio - VIA LUIGI GALVANI 28|4860547|1643107|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Pistoia|Montecatini Terme|VIA LUIGI GALVANI, 28|http://www.regione.toscana.it/-/montecatini-terme-via-luigi-galvani-28|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2015|05/08/2015|Procura della Repubblica|LUCCA|2167/2006|29061|ANBSC-OR-2018-01-03|
I-PT-277359|Montecatini-Terme - I-PT-277359 - immobili - Appartamento in condominio - VIA LUIGI GALVANI 28|4860547|1643107|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Pistoia|Montecatini Terme|VIA LUIGI GALVANI, 28|http://www.regione.toscana.it/-/montecatini-terme-via-luigi-galvani-28|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2015|05/08/2015|Procura della Repubblica|LUCCA|2167/2006|29061|ANBSC-OR-2018-01-03|
I-PT-297811|Montecatini-Terme - I-PT-297811 - immobili - Appartamento in condominio - VIA BISCOLLA|4858452|1642011|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Pistoia|Montecatini Terme|VIA BISCOLLA, 35/c|http://www.regione.toscana.it/-/montecatini-terme-via-biscolla-35 |Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2016|17/11/2016|Tribunale|NAPOLI|241/2002|48709|ANBSC-OR-2018-01-03|
I-PT-297812|Montecatini-Terme - I-PT-297812 - immobili - Appartamento in condominio - VIA BISCOLLA|4858452|1642011|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Pistoia|Montecatini Terme|VIA BISCOLLA, 35/c|http://www.regione.toscana.it/-/montecatini-terme-via-biscolla-35 |Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2016|17/11/2016|Tribunale|NAPOLI|241/2002|48709|ANBSC-OR-2018-01-03|
I-PT-298542|Montecatini-Terme - I-PT-298542 - Appartamento in condominio - VIA Friuli n.7|4860538.3899999997|1642537.9879999999|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Pistoia|Montecatini-Terme|Via Friuli n.7|http://www.regione.toscana.it/I-PT-298542|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comune|Scopi sociali|2017|15/12/2017|Tribunale|Napoli|41/2009|0|ANBSC-OR-2018-01-03|
I-PT-298543|Montecatini-Terme - I-PT-298543 - Box, garage, autorimessa, posto auto - VIA Friuli n.7|4860538.3899999997|1642537.9879999999|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Box, garage, autorimessa, posto auto|Pistoia|Montecatini-Terme|Via Friuli n.7|http://www.regione.toscana.it/I-PT-298542|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comune|Scopi sociali|2017|15/12/2017|Tribunale|Napoli|41/2009|0|ANBSC-OR-2018-01-03|
I-PT-298544|Montecatini-Terme - I-PT-298544 - Altra unità immobil. - non definito - VIA Friuli n.7|4860538.3899999997|1642537.9879999999|Immobili destinati|Altra unità immobiliare|Destinato|Altra unità immobil. - non definito|Pistoia|Montecatini-Terme|Via Friuli n.7|http://www.regione.toscana.it/I-PT-298542|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comune|Scopi sociali|2017|15/12/2017|Tribunale|Napoli|41/2009|0|ANBSC-OR-2018-01-03|
I-PT-298545|Montecatini-Terme - I-PT-298545 - Altra unità immobil. - non definito - Via Friuli n.7|4860538.3899999997|1642537.9879999999|Immobili destinati|Altra unità immobiliare|Destinato|Altra unità immobil. - non definito|Pistoia|Montecatini-Terme|Via Friuli n.7|http://www.regione.toscana.it/I-PT-298542|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comune|Scopi sociali|2017|15/12/2017|Tribunale|Napoli|41/2009|0|ANBSC-OR-2018-01-03|
I-PT-51265-S|Montecatini-Terme - I-PT-51265-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51270-S|Montecatini-Terme - I-PT-51270-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51271-S|Montecatini-Terme - I-PT-51271-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51273-S|Montecatini-Terme - I-PT-51273-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51274-S|Montecatini-Terme - I-PT-51274-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51275-S|Montecatini-Terme - I-PT-51275-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51277-S|Montecatini-Terme - I-PT-51277-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-51278-S|Montecatini-Terme - I-PT-51278-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-6253-S|Montecatini-Terme - I-PT-6253-S - Albergo, Pensione - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Albergo, Pensione|In gestione|Albergo, Pensione|Pistoia|Montecatini-Terme|Via Mura Pietro Grocco|http://www.regione.toscana.it/-/montecatini-terme-via-mura-pietro-grocco|Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-9740-S|Montecatini-Terme - I-PT-9740-S - Appartamento in condominio - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PT-9741-S|Montecatini-Terme - I-PT-9741-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PT-9742-S|Montecatini-Terme - I-PT-9742-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PT-9743-S|Montecatini-Terme - I-PT-9743-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4860538.3899999997|1642446.46|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pistoia|Montecatini-Terme|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PO-15730-S|Montemurlo - I-PO-15730-S - Appartamento in condominio - Indirizzo imprecisato|4865829|1663541.4399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Prato|Montemurlo|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Prato|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PO-38361-S|Montemurlo - I-PO-38361-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4865829|1663541.4399999999|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Prato|Montemurlo|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Prato|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PO-38378-S|Montemurlo - I-PO-38378-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4865829|1663541.4399999999|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Prato|Montemurlo|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Prato|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PO-8664-S|Montemurlo - I-PO-8664-S - Appartamento in condominio - Indirizzo imprecisato|4865829|1663541.4399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Prato|Montemurlo|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5364-S|Montepulciano - I-SI-5364-S - Appartamento in condominio - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5365-S|Montepulciano - I-SI-5365-S - Appartamento in condominio - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5366-S|Montepulciano - I-SI-5366-S - Terreno agricolo - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5367-S|Montepulciano - I-SI-5367-S - Terreno agricolo - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5368-S|Montepulciano - I-SI-5368-S - Terreno agricolo - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5369-S|Montepulciano - I-SI-5369-S - Terreno agricolo - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5370-S|Montepulciano - I-SI-5370-S - Terreno agricolo - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-5371-S|Montepulciano - I-SI-5371-S - Appartamento in condominio - Indirizzo imprecisato|4774888.6799999997|1726333.0600000001|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Siena|Montepulciano|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55174-S|Monteroni d'Arbia - I-SI-55174-S - Terreno con fabbricato rurale - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Terreno con fabbricato rurale|In gestione|Terreno con fabbricato rurale|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55175-S|Monteroni d'Arbia - I-SI-55175-S - Terreno con fabbricato rurale - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Terreno con fabbricato rurale|In gestione|Terreno con fabbricato rurale|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55177-S|Monteroni d'Arbia - I-SI-55177-S - Altro - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Altro|In gestione|Altro|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55178-S|Monteroni d'Arbia - I-SI-55178-S - Abitazione indipendente - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55179-S|Monteroni d'Arbia - I-SI-55179-S - Abitazione indipendente - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55180-S|Monteroni d'Arbia - I-SI-55180-S - Abitazione indipendente - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55181-S|Monteroni d'Arbia - I-SI-55181-S - Abitazione indipendente - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55182-S|Monteroni d'Arbia - I-SI-55182-S - Abitazione indipendente - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-55616-S|Monteroni d'Arbia - I-SI-55616-S - Terreno agricolo - Indirizzo imprecisato|4789357.04|1696705.3999999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Siena|Monteroni d'Arbia|Strada Monteroni – Vescovado 3003 a|http://www.regione.toscana.it/-/monteroni-d-arbia-strada-monteroni-vescovado-3003-a|Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
