id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
A-LI-54599-S|Livorno - A-LI-54599-S - aziende - Settore imprecisato - Indirizzo imprecisato|4822999.1100000003|1605687.97|Aziende in gestione|Settore imprecisato|In gestione|Settore imprecisato|Livorno|Livorno|Indirizzo imprecisato||Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LI-54600-S|Livorno - A-LI-54600-S - aziende - Attività finanziarie - Indirizzo imprecisato|4822999.1100000003|1605687.97|Aziende in gestione|Attività finanziarie|In gestione|Attività finanziarie|Livorno|Livorno|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LI-63783-S|Livorno - A-LI-63783-S - aziende - Costruzioni - Indirizzo imprecisato|4822999.1100000003|1605687.97|Aziende in gestione|Costruzioni|In gestione|Costruzioni|Livorno|Livorno|Indirizzo imprecisato||Confisca I||||||Tribunale|Caltanissetta|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LU-36322-S|Lucca - A-LU-36322-S - aziende - Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese - Indirizzo imprecisato|4855680.4800000004|1620729.97|Aziende in gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|In gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|Lucca|Lucca|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Firenze|Procedimento Penale||ANBSC-OR-2018-01-03|
A-LU-49792-S|Lucca - A-LU-49792-S - aziende - Altri servizi pubblici, sociali e personali - Indirizzo imprecisato|4855680.4800000004|1620729.97|Aziende in gestione|Altri servizi pubblici, sociali e personali|In gestione|Altri servizi pubblici, sociali e personali|Lucca|Lucca|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-LU-299807|Lucca - I-LU-299807 - immobili - Appartamento in condominio - VIA DELLE TAGLIATE III, 617|4856517|1621071|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Lucca|Lucca|VIA DELLE TAGLIATE III, 617|http://www.regione.toscana.it/-/lucca-via-delle-tagliate-iii-617|Confisca definitiva|Mantenimento al patrimonio dello stato|Altro|Fini istituzionali|2015|10/06/2015|Tribunale|REGGIO DI CALABRIA|18/2011|21343|ANBSC-OR-2018-01-03|
I-LU-299808|Lucca - I-LU-299808 - immobili - Appartamento in condominio - VIA DELLE TAGLIATE III, 617|4856517|1621071|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Lucca|Lucca|VIA DELLE TAGLIATE III, 617|http://www.regione.toscana.it/-/lucca-via-delle-tagliate-iii-617|Confisca definitiva|Mantenimento al patrimonio dello stato|Altro|Fini istituzionali|2015|10/06/2015|Tribunale|REGGIO DI CALABRIA|18/2011|21343|ANBSC-OR-2018-01-03|
I-LU-299809|Lucca - I-LU-299809 - immobili - Appartamento in condominio - VIA DELLE TAGLIATE III, 617|4856517|1621071|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Lucca|Lucca|VIA DELLE TAGLIATE III, 617|http://www.regione.toscana.it/-/lucca-via-delle-tagliate-iii-617|Confisca definitiva|Mantenimento al patrimonio dello stato|Amministrazioni Statali|Usi governativi|2015|10/06/2015|Tribunale|REGGIO DI CALABRIA|18/2011|21343|ANBSC-OR-2018-01-03|
I-AR-2557-S|Marciano della Chiana - I-AR-2557-S - Terreno - non definito - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2558-S|Marciano della Chiana - I-AR-2558-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2559-S|Marciano della Chiana - I-AR-2559-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2560-S|Marciano della Chiana - I-AR-2560-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2561-S|Marciano della Chiana - I-AR-2561-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2562-S|Marciano della Chiana - I-AR-2562-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2563-S|Marciano della Chiana - I-AR-2563-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2564-S|Marciano della Chiana - I-AR-2564-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2565-S|Marciano della Chiana - I-AR-2565-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2566-S|Marciano della Chiana - I-AR-2566-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2567-S|Marciano della Chiana - I-AR-2567-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2568-S|Marciano della Chiana - I-AR-2568-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2569-S|Marciano della Chiana - I-AR-2569-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2570-S|Marciano della Chiana - I-AR-2570-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2571-S|Marciano della Chiana - I-AR-2571-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2572-S|Marciano della Chiana - I-AR-2572-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2573-S|Marciano della Chiana - I-AR-2573-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-62344-S|Vecchiano - I-PI-62344-S - Villa - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Villa|In gestione|Villa|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-AR-2574-S|Marciano della Chiana - I-AR-2574-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2575-S|Marciano della Chiana - I-AR-2575-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2576-S|Marciano della Chiana - I-AR-2576-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2577-S|Marciano della Chiana - I-AR-2577-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2578-S|Marciano della Chiana - I-AR-2578-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2579-S|Marciano della Chiana - I-AR-2579-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2580-S|Marciano della Chiana - I-AR-2580-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2581-S|Marciano della Chiana - I-AR-2581-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2582-S|Marciano della Chiana - I-AR-2582-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2583-S|Marciano della Chiana - I-AR-2583-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2584-S|Marciano della Chiana - I-AR-2584-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2585-S|Marciano della Chiana - I-AR-2585-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2586-S|Marciano della Chiana - I-AR-2586-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2587-S|Marciano della Chiana - I-AR-2587-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2588-S|Marciano della Chiana - I-AR-2588-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2589-S|Marciano della Chiana - I-AR-2589-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2590-S|Marciano della Chiana - I-AR-2590-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2591-S|Marciano della Chiana - I-AR-2591-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2592-S|Marciano della Chiana - I-AR-2592-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2593-S|Marciano della Chiana - I-AR-2593-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2594-S|Marciano della Chiana - I-AR-2594-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2595-S|Marciano della Chiana - I-AR-2595-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2596-S|Marciano della Chiana - I-AR-2596-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2597-S|Marciano della Chiana - I-AR-2597-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-AR-2598-S|Marciano della Chiana - I-AR-2598-S - Appartamento in condominio - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
A-MS-36369-S|Massa - A-MS-36369-S - aziende - Altri servizi pubblici, sociali e personali - Indirizzo imprecisato|4876584.5300000003|1591447.03|Aziende in gestione|Altri servizi pubblici, sociali e personali|In gestione|Altri servizi pubblici, sociali e personali|Massa-Carrara|Massa|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Caltanissetta|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-MS-73938-S|Massa - A-MS-73938-S - aziende - Trasporti, magazzinaggio e comunicazioni - Indirizzo imprecisato|4876584.5300000003|1591447.03|Aziende in gestione|Trasporti, magazzinaggio e comunicazioni|In gestione|Trasporti, magazzinaggio e comunicazioni|Massa-Carrara|Massa|Indirizzo imprecisato||Confisca I||||||Tribunale|La Spezia|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-MS-16006-S|Massa - I-MS-16006-S - Appartamento in condominio - Indirizzo imprecisato|4876584.5300000003|1591447.03|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Massa-Carrara|Massa|Indirizzo imprecisato||Stato iter giudiziario imprecisato||||||Tribunale|Milano|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-MS-282745|Massa - I-MS-282745 - immobili - Appartamento in condominio - VIALE DELLE PINETE SNC|4874958|1586472|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Massa|VIALE DELLE PINETE, 118|http://www.regione.toscana.it/-/massa-viale-delle-pinete-snc|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2016|26/07/2016|Tribunale|MILANO|275/2007|33363|ANBSC-OR-2018-01-03|
I-MS-43150|Massa - I-MS-43150 - immobili - Appartamento in condominio - MARINA DI MASSA LOCALITA' BODANO VIA DELLE PINETE|4873576|1588114|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Massa|MARINA DI MASSA - LOC. BONDANO – VIA DELLE PINETE|http://www.regione.toscana.it/-/massa-marina-di-massa-loc-bodano-via-delle-pinete|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2005|13/12/2005|Procura della Repubblica|MILANO|3/1999|205|ANBSC-OR-2018-01-03|
I-MS-43156|Massa - I-MS-43156 - immobili - Appartamento in condominio - MARINA DI MASSA LOCALITA' BODANO|4873576|1588114|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Massa|MARINA DI MASSA - LOC. BONDANO|http://www.regione.toscana.it/-/massa-marina-di-massa-loc-bodano-via-delle-pinete|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2005|13/12/2005|Procura della Repubblica|MILANO|3/1999|205|ANBSC-OR-2018-01-03|
I-MS-55430|Massa - I-MS-55430 - immobili - Appartamento in condominio - VIA PANDOLFINO 233|4873424|1589925|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Massa|VIA PANDOLFINO, 233|http://www.regione.toscana.it/-/massa-via-pandolfino-233|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2008|13/03/2008|Procura della Repubblica|MILANO|1/1999|123|ANBSC-OR-2018-01-03|
I-MS-55433|Massa - I-MS-55433 - immobili - Appartamento in condominio - VIA PANDOLFINO|4873424|1589925|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Massa|VIA PANDOLFINO, 233|http://www.regione.toscana.it/-/massa-via-pandolfino-233|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2008|13/03/2008|Procura della Repubblica|MILANO|1/1999|123|ANBSC-OR-2018-01-03|
I-PT-4235|Massa e Cozzile - I-PT-4235 - immobili - Box, garage, autorimessa, posto auto - VIA MACCHINO, 12|4865566|1639468|Immobili destinati|Terreno|Destinato|Box, garage, autorimessa, posto auto|Pistoia|Massa e Cozzile|VIA MACCHINO, 12|http://www.regione.toscana.it/-/massa-e-cozzile-via-macchino-12|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|1996|01/10/1996|Tribunale|SANTA MARIA CAPUA VETERE|1/1986|34|ANBSC-OR-2018-01-03|
A-PT-59390-S|Monsummano Terme - A-PT-59390-S - aziende - Alberghi e ristoranti - Indirizzo imprecisato|4859322.7400000002|1645837.52|Aziende in gestione|Alberghi e ristoranti|In gestione|Alberghi e ristoranti|Pistoia|Monsummano Terme|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-59421-S|Montale - I-PT-59421-S - Altro - Indirizzo imprecisato|4866638.3399999999|1662288.3500000001|Immobili in gestione|Altro|In gestione|Altro|Pistoia|Montale|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-59422-S|Montale - I-PT-59422-S - Altro - Indirizzo imprecisato|4866638.3399999999|1662288.3500000001|Immobili in gestione|Altro|In gestione|Altro|Pistoia|Montale|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-GR-37035-S|Monte Argentario - I-GR-37035-S - Abitazione indipendente - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca I||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-GR-3894-S|Monte Argentario - I-GR-3894-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-GR-3895-S|Monte Argentario - I-GR-3895-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Roma|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-GR-5629-S|Monte Argentario - I-GR-5629-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Roma|Procedimento Penale||ANBSC-OR-2018-01-03|
I-GR-5630-S|Monte Argentario - I-GR-5630-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Roma|Procedimento Penale||ANBSC-OR-2018-01-03|
I-GR-5631-S|Monte Argentario - I-GR-5631-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Roma|Procedimento Penale||ANBSC-OR-2018-01-03|
I-GR-5632-S|Monte Argentario - I-GR-5632-S - Terreno agricolo - Indirizzo imprecisato|4700737.75|1674021.98|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Grosseto|Monte Argentario|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Roma|Procedimento Penale||ANBSC-OR-2018-01-03|
